BELNR,WAERS,BUKRS,KTOSL,PRCTR,BSCHL,HKONT,DMBTR,WRBTR,label
393229,C1,C15,C1,C10,A1,B1,1099463.17,51047.55,regular
393230,C1,C15,C1,C10,A1,B1,917741.35,0,regular
393231,C1,C10,C1,C10,A1,B1,336406.72,0,regular
393232,C1,C17,C8,C88,A1,B3,437006.13,7317.26,regular
393233,C2,C21,C4,C41,A1,B3,350089.81,0,regular
393234,C2,C27,C7,C74,A1,B2,830685.95,0,regular
393235,C1,C11,C4,C40,A1,B3,840050.85,9945,regular
393236,C1,C14,C1,C16,A1,B1,170359.13,0,regular
393237,C1,C16,C2,C20,A1,B3,33752.25,0,regular
393238,C2,C21,C2,C21,A1,B3,178124.68,0,regular
393239,C9,C95,C1,C17,A2,B1,831804.24,26992,regular
393240,C9,C91,C6,C62,A2,B2,1350574.58,1350574.58,regular
393241,C1,C10,C1,C10,A1,B1,614145.31,614145.31,regular
393242,C1,C12,C1,C11,A1,B1,570093.96,0,regular
393243,C1,C12,C2,C26,A1,B3,415657.72,471,regular
393244,C1,C17,C3,C36,A1,B2,1560260.31,512,regular
393245,C4,C49,C1,C18,A2,B1,47426.31,154762,regular
393246,C7,C74,C1,C12,A3,B1,139015.74,5582,regular
393247,C4,C40,C1,C12,A2,B1,30206.56,0,regular
393248,C1,C11,C1,C12,A1,B1,4306943.92,0,regular
393249,C1,C15,C8,C85,A1,B3,363825.76,0,regular
393250,C7,C78,C1,C13,A3,B1,60380.4,0,regular
393251,C7,C78,C1,C13,A3,B1,622223.12,28740,regular
393252,C6,C63,C1,C13,A2,B1,59828.53,0,regular
393253,C2,C21,C1,C16,A1,B1,739525.15,82933,regular
393254,C1,C16,C2,C20,A1,B3,229518.46,0,regular
393255,C1,C16,C7,C71,A1,B2,282095.76,0,regular
393256,C1,C18,C2,C20,A1,B3,406908.04,0,regular
393257,C1,C16,C1,C11,A1,B1,696436.75,5568,regular
393258,C2,C20,C3,C35,A1,B2,234530.76,0,regular
393259,C1,C11,C3,C35,A1,B2,96474.91,96474.91,regular
393260,C1,C19,C2,C26,A1,B3,48605.03,78322,regular
393261,C1,C15,C9,C99,A1,B1,836112.22,0,regular
393262,C1,C15,C1,C13,A1,B1,246000.64,0,regular
393263,C1,C14,C2,C20,A1,B3,973358.65,182217,regular
393264,C9,C98,C1,C15,A2,B1,163436.2,0,regular
393265,C1,C16,C8,C89,A1,B3,629307,0,regular
393266,C7,C75,C1,C10,A3,B1,521991.5,65277.58,regular
393267,C6,C62,C1,C14,A2,B1,1564952.45,1564952.45,regular
393268,C2,C20,C1,C10,A1,B1,1114505.16,0,regular
393269,C2,C20,C6,C60,A1,B2,167592.44,22381,regular
393270,C4,C41,C1,C12,A2,B1,289167.71,8,regular
393271,C8,C88,C7,C76,A1,B2,452852.19,20478.39,regular
393272,C3,C33,C9,C97,A3,B1,1407374.81,198282,regular
393273,C1,C13,C2,C21,A1,B3,63422.24,72484.11,regular
393274,C1,C18,C7,C70,A1,B2,496558.95,11115,regular
393275,C1,C19,C7,C72,A1,B2,79615.18,0,regular
393276,C4,C45,C5,C53,A2,B1,240461.25,16308,regular
393277,C1,C11,C1,C16,A1,B1,687149.67,0,regular
393278,C4,C40,C2,C21,A2,B3,6687020.58,0,regular
393279,C1,C16,C1,C17,A1,B1,271192.7,10534,regular
393280,C1,C19,C1,C11,A1,B1,400694.21,10461,regular
393281,C5,C57,C6,C66,A3,B2,503161.78,163222.04,regular
393282,C1,C19,C1,C14,A1,B1,1260005.59,0,regular
393283,C2,C20,C9,C92,A1,B1,148250.58,11982,regular
393284,C3,C38,C7,C75,A3,B2,1001045.35,0,regular
393285,C1,C15,C1,C17,A1,B1,531712.28,0,regular
393286,C5,C52,C8,C81,A3,B3,645218.76,72183,regular
393287,C6,C67,C7,C71,A2,B2,256481.85,0,regular
393288,C1,C16,C2,C26,A1,B3,46651.93,60559,regular
393289,C1,C11,C8,C83,A1,B3,150871.46,0,regular
393290,C1,C17,C1,C17,A1,B1,48264.58,26712,regular
393291,C9,C93,C1,C12,A2,B1,991207.2,129847.92,regular
393292,C3,C37,C1,C11,A3,B1,1123958.63,0,regular
393293,C1,C16,C1,C12,A1,B1,105292.83,0,regular
393294,C7,C75,C1,C17,A3,B1,1492762.31,103786,regular
393295,C5,C51,C1,C19,A3,B1,15648.58,104550,regular
393296,C1,C14,C1,C15,A1,B1,811185.15,0,regular
393297,C2,C20,C5,C58,A1,B1,1099624.79,40496,regular
393298,C1,C11,C1,C13,A1,B1,283442.65,0,regular
393299,C7,C72,C1,C12,A3,B1,200083.27,0,regular
393300,C2,C20,C1,C10,A1,B1,1255241.33,59970,regular
393301,C1,C18,C1,C16,A1,B1,510591.9,0,regular
393302,C1,C10,C2,C27,A1,B3,250167.12,0,regular
393303,C3,C30,C2,C23,A3,B3,386424,481539,regular
393304,C4,C40,C2,C20,A2,B3,55490.02,0,regular
393305,C5,C57,C1,C13,A3,B1,319975.23,0,regular
393306,C1,C19,C1,C17,A1,B1,131101.98,0,regular
393307,C1,C13,C1,C10,A1,B1,100324.87,0,regular
393308,C1,C16,C1,C13,A1,B1,137955.96,0,regular
393309,C1,C12,C7,C75,A1,B2,733076.68,0,regular
393310,C1,C14,C1,C19,A1,B1,635318.34,0,regular
393311,C7,C73,C1,C11,A3,B1,532442.33,0,regular
393312,C7,C70,C8,C83,A3,B3,464964.66,30344,regular
393313,C1,C18,C9,C98,A1,B1,4768922.98,287156.69,regular
393314,C1,C10,C1,C12,A1,B1,9704890.05,0,regular
393315,C1,C19,C6,C65,A1,B2,379800.29,25653,regular
393316,C9,C90,C1,C11,A2,B1,1260555.35,0,regular
393317,C2,C21,C7,C77,A1,B2,95881.37,0,regular
393318,C1,C11,C1,C15,A1,B1,321298.57,148,regular
393319,C8,C80,C1,C19,A1,B1,16753.71,90244,regular
393320,C1,C18,C2,C28,A1,B3,435941.18,0,regular
393321,C1,C19,C9,C99,A1,B1,217506.28,217506.28,regular
393322,C1,C19,C8,C89,A1,B3,625882.77,142176,regular
393323,C6,C68,C1,C18,A2,B1,94562.39,73375,regular
393324,C1,C10,C1,C13,A1,B1,347540.31,0,regular
393325,C1,C19,C1,C19,A1,B1,557386.89,0,regular
393326,C1,C14,C1,C15,A1,B1,15933.99,0,regular
393327,C1,C13,C1,C19,A1,B1,1395816.25,207727,regular
393328,C2,C20,C6,C67,A1,B2,808869.69,21266,regular
393329,C1,C11,C8,C87,A1,B3,21961.58,0,regular
393330,C1,C12,C1,C13,A1,B1,781676.11,100228,regular
393331,C2,C28,C4,C42,A1,B3,938555.09,10020,regular
393332,C1,C13,C8,C83,A1,B3,212757.65,0,regular
393333,C1,C17,C1,C16,A1,B1,128870.38,364109,regular
393334,C9,C96,C2,C20,A2,B3,658582.44,9936,regular
393335,C1,C18,C1,C13,A1,B1,94468.72,245,regular
393336,C1,C18,C1,C19,A1,B1,327935.74,72502,regular
393337,C2,C29,C1,C12,A1,B1,108826.15,154,regular
393338,C1,C11,C1,C18,A1,B1,82696.58,0,regular
393339,C1,C16,C1,C13,A1,B1,280855.27,0,regular
393340,C1,C16,C9,C93,A1,B1,423993.29,0,regular
393341,C1,C11,C1,C13,A1,B1,166676.91,202327,regular
393342,C5,C55,C5,C56,A3,B1,348254.54,0,regular
393343,C1,C16,C6,C63,A1,B2,314313,148159,regular
393344,C2,C20,C2,C27,A1,B3,285925.5,233,regular
393345,C1,C17,C3,C39,A1,B2,773448.28,21534,regular
393346,C4,C46,C1,C11,A2,B1,88905.39,0,regular
393347,C1,C11,C1,C15,A1,B1,30398.1,81937,regular
393348,C1,C14,C3,C33,A1,B2,15812.74,0,regular
393349,C1,C12,C7,C74,A1,B2,207667.08,72707,regular
393350,C5,C53,C1,C15,A3,B1,935430.22,21453,regular
393351,C1,C16,C6,C62,A1,B2,571726.98,0,regular
393352,C1,C15,C1,C16,A1,B1,3753814.71,0,regular
393353,C1,C16,C9,C92,A1,B1,987222.55,6988.28,regular
393354,C1,C19,C1,C13,A1,B1,284159.89,10626,regular
393355,C5,C53,C2,C27,A3,B3,2006973.15,25375,regular
393356,C9,C94,C3,C33,A2,B2,126001.58,0,regular
393357,C3,C36,C1,C12,A3,B1,10000000,0,regular
393358,C1,C12,C2,C21,A1,B3,639558.06,0,regular
393359,C1,C13,C3,C39,A1,B2,1354508.42,0,regular
393360,C2,C20,C2,C20,A1,B3,12430.02,20038.71,regular
393361,C1,C18,C1,C11,A1,B1,701733.39,41249,regular
393362,C6,C67,C2,C27,A2,B3,688708.01,0,regular
393363,C1,C13,C7,C77,A1,B2,1148527.89,41911,regular
393364,C1,C18,C6,C63,A1,B2,298549.33,0,regular
393365,C1,C13,C5,C50,A1,B1,729027.42,0,regular
393366,C7,C76,C8,C88,A3,B3,145181.62,11762,regular
393367,C6,C63,C7,C70,A2,B2,285845.95,0,regular
393368,C6,C66,C2,C20,A2,B3,330827.34,0,regular
393369,C1,C10,C1,C12,A1,B1,482222.36,10681,regular
393370,C1,C15,C2,C24,A1,B3,199977.36,21553,regular
393371,C1,C10,C1,C18,A1,B1,405657.57,0,regular
393372,C1,C11,C1,C14,A1,B1,571191.01,0,regular
393373,C1,C18,C1,C12,A1,B1,15876.99,2611,regular
393374,C3,C31,C1,C13,A3,B1,608506.99,20281,regular
393375,C1,C13,C1,C15,A1,B1,72289.95,221715.39,regular
393376,C1,C16,C1,C14,A1,B1,32080.11,32059,regular
393377,C7,C77,C3,C36,A3,B2,523977.11,0,regular
393378,C7,C73,C1,C10,A3,B1,222506.79,0,regular
393379,C1,C15,C1,C17,A1,B1,298135.28,9723,regular
393380,C1,C17,C1,C17,A1,B1,523657.79,45070,regular
393381,C1,C11,C1,C18,A1,B1,467638.06,0,regular
393382,C9,C99,C1,C11,A2,B1,1000916.63,15034,regular
393383,C9,C97,C5,C58,A2,B1,138341.56,0,regular
393384,C1,C14,C2,C21,A1,B3,79314.3,36213.89,regular
393385,C2,C26,C1,C13,A1,B1,509545.12,0,regular
393386,C1,C17,C1,C19,A1,B1,2194158.28,200134,regular
393387,C1,C17,C7,C72,A1,B2,650632.95,156947.48,regular
393388,C2,C27,C1,C15,A1,B1,215.83,215.83,regular
393389,C5,C56,C7,C79,A3,B2,3015016.11,0,regular
393390,C1,C11,C1,C10,A1,B1,702539.31,0,regular
393391,C7,C79,C1,C19,A3,B1,2620314.74,12827,regular
393392,C1,C11,C1,C18,A1,B1,1361078.21,0,regular
393393,C5,C56,C1,C12,A3,B1,191993.64,69082,regular
393394,C9,C91,C1,C10,A2,B1,520880.89,291749.56,regular
393395,C4,C48,C2,C25,A2,B3,235013.49,45566,regular
393396,C1,C14,C1,C19,A1,B1,568691.87,0,regular
393397,C8,C85,C7,C71,A1,B2,1899692.16,50820,regular
393398,C9,C95,C3,C32,A2,B2,472820.87,562321,regular
393399,C1,C19,C2,C20,A1,B3,441460.62,0,regular
393400,C1,C10,C5,C54,A1,B1,570300.83,0,regular
393401,C1,C14,C2,C29,A1,B3,107900.56,20131,regular
393402,C2,C21,C1,C15,A1,B1,1348948.81,0,regular
393403,C7,C70,C1,C15,A3,B1,7825.7,0,regular
393404,C6,C66,C3,C39,A2,B2,682408.7,0,regular
393405,C1,C10,C1,C15,A1,B1,174748.62,99751,regular
393406,C7,C70,C1,C13,A3,B1,301355,0,regular
393407,C1,C19,C1,C11,A1,B1,2500490.92,0,regular
393408,C2,C28,C1,C18,A1,B1,985533.53,76414,regular
393409,C1,C12,C1,C12,A1,B1,743918.41,42432,regular
393410,C1,C14,C3,C31,A1,B2,39497.11,0,regular
393411,C6,C63,C4,C44,A2,B3,393569.31,3161,regular
393412,C1,C15,C6,C62,A1,B2,40075.19,118246.87,regular
393413,C1,C16,C9,C94,A1,B1,369257.37,0,regular
393414,C1,C19,C2,C21,A1,B3,10000000,0,regular
393415,C1,C17,C9,C91,A1,B1,3110785.86,0,regular
393416,C1,C10,C1,C14,A1,B1,2040999.86,31783,regular
393417,C7,C79,C8,C88,A3,B3,464988.66,4107,regular
393418,C1,C12,C2,C20,A1,B3,337238.42,0,regular
393419,C1,C16,C6,C64,A1,B2,1571368.21,0,regular
393420,C1,C15,C2,C21,A1,B3,253398.54,0,regular
393421,C2,C20,C1,C19,A1,B1,350091.16,0,regular
393422,C5,C56,C1,C16,A3,B1,638828.79,0,regular
393423,C1,C17,C4,C42,A1,B3,608205.31,0,regular
393424,C1,C13,C8,C88,A1,B3,74388.94,0,regular
393425,C1,C19,C1,C11,A1,B1,1259335.69,998,regular
393426,C1,C19,C1,C17,A1,B1,569445.67,0,regular
393427,C1,C13,C8,C88,A1,B3,1416069.13,0,regular
393428,C1,C14,C1,C16,A1,B1,167980.49,0,regular
393429,C4,C47,C1,C19,A2,B1,1011147.43,57147,regular
393430,C6,C69,C6,C65,A2,B2,519670.88,18491.47,regular
393431,C1,C15,C1,C17,A1,B1,465159.15,0,regular
393432,C2,C29,C1,C13,A1,B1,287272.48,0,regular
393433,C5,C59,C4,C49,A3,B3,1196154.69,0,regular
393434,C2,C20,C4,C46,A1,B3,653860.6,21276,regular
393435,C2,C20,C1,C17,A1,B1,1269725.46,0,regular
393436,C1,C12,C7,C72,A1,B2,93260.21,0,regular
393437,C1,C18,C6,C60,A1,B2,1350249.93,0,regular
393438,C1,C16,C1,C11,A1,B1,606149.34,1866,regular
393439,C6,C69,C1,C15,A2,B1,1032386.25,32316,regular
393440,C1,C11,C1,C10,A1,B1,115620.82,0,regular
393441,C1,C19,C4,C48,A1,B3,296914.99,208550.94,regular
393442,C2,C25,C1,C11,A1,B1,1796824.68,0,regular
393443,C1,C11,C1,C19,A1,B1,518921.66,0,regular
393444,C2,C20,C1,C15,A1,B1,697344.12,0,regular
393445,C4,C47,C1,C15,A2,B1,60759.07,0,regular
393446,C8,C80,C7,C76,A1,B2,251425.18,6612,regular
393447,C1,C17,C1,C18,A1,B1,1626756.63,11255,regular
393448,C1,C13,C1,C10,A1,B1,571611.77,0,regular
393449,C8,C83,C1,C16,A1,B1,715606,0,regular
393450,C6,C60,C1,C18,A2,B1,311214.88,21261.38,regular
393451,C5,C50,C9,C97,A3,B1,717525.81,105320,regular
393452,C1,C15,C9,C91,A1,B1,8565.87,0,regular
393453,C3,C38,C1,C14,A3,B1,82387.4,6056,regular
393454,C1,C10,C1,C17,A1,B1,10000000,17073,regular
393455,C1,C15,C1,C18,A1,B1,82344.79,0,regular
393456,C1,C17,C1,C15,A1,B1,1471404.86,39409,regular
393457,C1,C14,C1,C11,A1,B1,15120.29,5632,regular
393458,C5,C58,C1,C17,A3,B1,716771.46,329,regular
393459,C1,C11,C1,C19,A1,B1,593576.26,11425,regular
393460,C2,C21,C9,C95,A1,B1,561245.72,14895,regular
393461,C2,C28,C2,C25,A1,B3,1422439.87,1398.5,regular
393462,C2,C28,C2,C21,A1,B3,597707.08,37186,regular
393463,C1,C15,C1,C15,A1,B1,237065.8,0,regular
393464,C2,C28,C1,C11,A1,B1,290911.05,0,regular
393465,C1,C17,C1,C14,A1,B1,246961.92,56515.99,regular
393466,C1,C18,C3,C33,A1,B2,206033.87,82179,regular
393467,C3,C30,C1,C13,A3,B1,431210.15,0,regular
393468,C1,C17,C1,C10,A1,B1,955367.94,13387,regular
393469,C3,C39,C3,C30,A3,B2,154593.54,0,regular
393470,C5,C57,C1,C18,A3,B1,1322813.61,0,regular
393471,C5,C57,C1,C19,A3,B1,589664.25,0,regular
393472,C1,C19,C1,C15,A1,B1,243655.41,0,regular
393473,C8,C84,C1,C12,A1,B1,347442,79256,regular
393474,C8,C88,C3,C36,A1,B2,903224.19,0,regular
393475,C1,C11,C2,C22,A1,B3,457068.2,0,regular
393476,C1,C18,C2,C21,A1,B3,119758.8,21983,regular
393477,C1,C18,C1,C14,A1,B1,772691.86,9531,regular
393478,C1,C19,C3,C35,A1,B2,177320.65,0,regular
393479,C3,C32,C1,C10,A3,B1,3374.25,3374.25,regular
393480,C1,C11,C1,C17,A1,B1,549916.33,1523,regular
393481,C1,C10,C2,C20,A1,B3,858994.44,0,regular
393482,C1,C18,C1,C16,A1,B1,239187.73,0,regular
393483,C7,C70,C4,C44,A3,B3,2924655.3,18241,regular
393484,C5,C58,C2,C20,A3,B3,338821.1,104320,regular
393485,C1,C16,C1,C14,A1,B1,329120.67,0,regular
393486,C1,C16,C1,C19,A1,B1,51540.19,349045.53,regular
393487,C9,C97,C1,C14,A2,B1,331139.48,0,regular
393488,C5,C58,C3,C34,A3,B2,1516404.99,504,regular
393489,C6,C62,C1,C13,A2,B1,2419985.57,21574,regular
393490,C1,C12,C1,C11,A1,B1,3375268.61,0,regular
393491,C1,C11,C1,C12,A1,B1,2511311.77,0,regular
393492,C3,C38,C4,C48,A3,B3,889799.59,0,regular
393493,C1,C12,C1,C15,A1,B1,270883.49,0,regular
393494,C1,C19,C1,C16,A1,B1,1021812.1,41804.76,regular
393495,C1,C14,C8,C85,A1,B3,565099.2,117390,regular
393496,C1,C11,C9,C94,A1,B1,430580.99,69472,regular
393497,C1,C15,C1,C19,A1,B1,42938.81,0,regular
393498,C1,C10,C1,C19,A1,B1,320721,41898.64,regular
393499,C1,C11,C1,C18,A1,B1,1012935.23,0,regular
393500,C1,C10,C6,C69,A1,B2,1068257.57,102391.42,regular
393501,C9,C92,C1,C16,A2,B1,309911.26,30034.88,regular
393502,C1,C12,C2,C21,A1,B3,1713534.8,0,regular
393503,C3,C34,C1,C10,A3,B1,302432.68,51120,regular
393504,C2,C21,C3,C36,A1,B2,1858044.03,0,regular
393505,C1,C11,C1,C13,A1,B1,1891134.8,0,regular
393506,C5,C54,C1,C19,A3,B1,181662.44,0,regular
393507,C2,C21,C7,C77,A1,B2,135353.08,31941,regular
393508,C8,C88,C2,C20,A1,B3,530983.94,72643,regular
393509,C1,C15,C2,C21,A1,B3,74268.08,0,regular
393510,C2,C21,C9,C95,A1,B1,18077.4,101197.05,regular
393511,C4,C40,C2,C20,A2,B3,682358.55,0,regular
393512,C8,C87,C1,C14,A1,B1,4023608.8,0,regular
393513,C1,C18,C1,C17,A1,B1,421698.56,152882,regular
393514,C1,C19,C5,C58,A1,B1,2185233.78,0,regular
393515,C2,C28,C5,C53,A1,B1,342924.73,99476,regular
393516,C1,C13,C1,C19,A1,B1,1600951.24,101152,regular
393517,C1,C14,C2,C21,A1,B3,596706.1,0,regular
393518,C1,C13,C1,C18,A1,B1,1584786.01,0,regular
393519,C2,C20,C8,C86,A1,B3,1702453.56,118,regular
393520,C3,C30,C1,C17,A3,B1,674256.7,20421,regular
393521,C7,C72,C1,C14,A3,B1,1482403.62,0,regular
393522,C6,C62,C1,C10,A2,B1,543798.05,0,regular
393523,C1,C11,C9,C94,A1,B1,1071537.59,12491,regular
393524,C1,C10,C1,C13,A1,B1,512481.23,0,regular
393525,C1,C14,C1,C11,A1,B1,1971578.61,0,regular
393526,C7,C76,C1,C15,A3,B1,154280.41,0,regular
393527,C1,C15,C3,C33,A1,B2,129404.6,0,regular
393528,C4,C44,C8,C87,A2,B3,133268.78,0,regular
393529,C1,C12,C1,C19,A1,B1,624180.98,156842,regular
393530,C1,C16,C7,C75,A1,B2,536480.23,20065,regular
393531,C5,C56,C3,C33,A3,B2,313487.47,183364,regular
393532,C6,C67,C1,C18,A2,B1,65945.87,173587.69,regular
393533,C1,C16,C1,C11,A1,B1,132433.73,0,regular
393534,C9,C93,C7,C72,A2,B2,264070.86,83646.7,regular
393535,C1,C10,C2,C24,A1,B3,129098.82,0,regular
393536,C1,C16,C9,C91,A1,B1,1978058.32,0,regular
393537,C1,C18,C1,C17,A1,B1,3789167.88,602705,regular
393538,C1,C16,C2,C20,A1,B3,513680.08,6107,regular
393539,C1,C11,C1,C11,A1,B1,1180215.06,151029.05,regular
393540,C2,C21,C1,C13,A1,B1,820474.7,0,regular
393541,C1,C11,C1,C11,A1,B1,1214344.97,0,regular
393542,C1,C16,C1,C12,A1,B1,2313008.22,0,regular
393543,C7,C72,C8,C85,A3,B3,739913.16,0,regular
393544,C1,C19,C1,C13,A1,B1,606435.75,1017,regular
393545,C5,C55,C1,C14,A3,B1,1384860.33,10667,regular
393546,C6,C67,C1,C15,A2,B1,448281.33,0,regular
393547,C1,C18,C1,C18,A1,B1,164006.16,0,regular
393548,C1,C11,C8,C88,A1,B3,433406.76,0,regular
393549,C2,C25,C9,C94,A1,B1,479188.97,30363,regular
393550,C1,C11,C9,C95,A1,B1,122279.99,0,regular
393551,C1,C13,C2,C20,A1,B3,108319.79,0,regular
393552,C1,C10,C1,C17,A1,B1,521857.46,0,regular
393553,C2,C20,C1,C12,A1,B1,2898386.28,0,regular
393554,C1,C19,C7,C78,A1,B2,907275.66,238053,regular
393555,C1,C17,C7,C73,A1,B2,1264287.27,89658,regular
393556,C1,C13,C1,C17,A1,B1,656486.62,0,regular
393557,C2,C20,C2,C21,A1,B3,840950.69,0,regular
393558,C5,C56,C1,C12,A3,B1,473627.26,0,regular
393559,C7,C77,C1,C10,A3,B1,544111.03,0,regular
393560,C1,C15,C1,C12,A1,B1,141998.77,0,regular
393561,C1,C15,C4,C41,A1,B3,251474.72,15269,regular
393562,C1,C16,C8,C83,A1,B3,544701.68,20295,regular
393563,C8,C86,C4,C45,A1,B3,360689.55,256694.09,regular
393564,C1,C17,C1,C11,A1,B1,189467.57,0,regular
393565,C1,C18,C1,C19,A1,B1,624327.34,223337,regular
393566,C1,C14,C2,C20,A1,B3,1629763.95,0,regular
393567,C1,C12,C9,C94,A1,B1,315737.83,0,regular
393568,C7,C72,C1,C17,A3,B1,549304.72,239446.95,regular
393569,C1,C12,C2,C20,A1,B3,376583.51,0,regular
393570,C7,C75,C1,C14,A3,B1,567511.11,0,regular
393571,C4,C46,C2,C20,A2,B3,340891.59,0,regular
393572,C6,C62,C8,C87,A2,B3,362211.25,0,regular
393573,C1,C13,C5,C50,A1,B1,140927.08,0,regular
393574,C8,C88,C1,C12,A1,B1,1754354.96,72723,regular
393575,C1,C19,C1,C12,A1,B1,451126.62,0,regular
393576,C4,C49,C1,C12,A2,B1,795037.71,0,regular
393577,C8,C84,C2,C21,A1,B3,635776.19,28011,regular
393578,C1,C12,C7,C75,A1,B2,226312.1,0,regular
393579,C5,C50,C4,C43,A3,B3,73392.5,0,regular
393580,C2,C21,C6,C67,A1,B2,629735.33,31819,regular
393581,C1,C18,C1,C16,A1,B1,595574.32,14189,regular
393582,C7,C76,C1,C16,A3,B1,2646029.52,0,regular
393583,C1,C13,C1,C13,A1,B1,27573.47,0,regular
393584,C3,C34,C1,C18,A3,B1,973937.38,0,regular
393585,C1,C15,C1,C14,A1,B1,563307.18,0,regular
393586,C8,C80,C1,C16,A1,B1,524401.43,329956.46,regular
393587,C1,C12,C3,C37,A1,B2,45794.2,12025,regular
393588,C9,C92,C1,C10,A2,B1,769231.79,256578,regular
393589,C4,C41,C7,C78,A2,B2,55730.37,0,regular
393590,C9,C97,C1,C11,A2,B1,652644.53,0,regular
393591,C1,C17,C1,C13,A1,B1,495684.23,54933,regular
393592,C1,C13,C1,C15,A1,B1,3309195.01,0,regular
393593,C1,C11,C1,C17,A1,B1,1609123.3,10824,regular
393594,C5,C56,C1,C18,A3,B1,2647330.25,0,regular
393595,C3,C36,C8,C83,A3,B3,472600.69,0,regular
393596,C5,C55,C8,C81,A3,B3,450064.37,0,regular
393597,C1,C17,C7,C75,A1,B2,935827.89,0,regular
393598,C9,C91,C5,C58,A2,B1,896656.83,0,regular
393599,C1,C12,C2,C21,A1,B3,439317.5,0,regular
393600,C1,C19,C1,C17,A1,B1,2471185.23,0,regular
393601,C8,C80,C8,C87,A1,B3,420635.74,0,regular
393602,C5,C55,C1,C17,A3,B1,387553.04,0,regular
393603,C5,C54,C5,C58,A3,B1,150229.98,11313,regular
393604,C1,C19,C1,C12,A1,B1,824026.05,28995,regular
393605,C1,C10,C6,C65,A1,B2,328633.42,0,regular
393606,C1,C19,C1,C12,A1,B1,340384.15,0,regular
393607,C1,C18,C5,C58,A1,B1,50674.01,63631,regular
393608,C2,C20,C1,C17,A1,B1,407768.46,923990,regular
393609,C1,C12,C2,C26,A1,B3,584060.86,5137.97,regular
393610,C1,C12,C7,C70,A1,B2,884603.83,21159,regular
393611,C1,C14,C3,C36,A1,B2,440815.45,0,regular
393612,C7,C77,C1,C12,A3,B1,732422.23,60591,regular
393613,C1,C18,C7,C75,A1,B2,1171541.61,41678,regular
393614,C4,C45,C1,C14,A2,B1,1469534.12,0,regular
393615,C2,C20,C1,C16,A1,B1,527651.64,4810,regular
393616,C8,C87,C1,C18,A1,B1,2381471.04,0,regular
393617,C1,C11,C1,C14,A1,B1,157238.01,9919,regular
393618,C7,C75,C3,C39,A3,B2,298948.14,0,regular
393619,C5,C58,C1,C17,A3,B1,2631523.07,41810,regular
393620,C4,C49,C1,C19,A2,B1,239457.17,0,regular
393621,C1,C10,C1,C11,A1,B1,1044071.78,20966,regular
393622,C4,C40,C9,C99,A2,B1,802511.25,5093,regular
393623,C1,C19,C1,C12,A1,B1,409000.88,0,regular
393624,C1,C15,C2,C20,A1,B3,593382.64,0,regular
393625,C8,C88,C2,C20,A1,B3,430693.52,0,regular
393626,C1,C10,C1,C10,A1,B1,1962849.25,0,regular
393627,C1,C14,C2,C25,A1,B3,412016.34,0,regular
393628,C1,C15,C2,C21,A1,B3,680401.44,41398,regular
393629,C2,C23,C1,C17,A1,B1,459667.12,0,regular
393630,C1,C18,C1,C11,A1,B1,335406.86,0,regular
393631,C2,C23,C1,C14,A1,B1,499716.71,99424,regular
393632,C2,C25,C5,C53,A1,B1,366503.51,1307,regular
393633,C1,C15,C1,C18,A1,B1,563872.91,0,regular
393634,C5,C56,C1,C19,A3,B1,1334327.59,0,regular
393635,C1,C11,C1,C13,A1,B1,452255.18,0,regular
393636,C5,C59,C3,C37,A3,B2,480863.38,0,regular
393637,C1,C14,C6,C65,A1,B2,697561.68,0,regular
393638,C2,C26,C6,C62,A1,B2,1115698.3,925,regular
393639,C6,C66,C1,C14,A2,B1,86452.42,10452,regular
393640,C9,C91,C5,C53,A2,B1,560422.85,50673,regular
393641,C1,C12,C1,C12,A1,B1,1458437.94,0,regular
393642,C3,C34,C9,C93,A3,B1,898625.4,81189.43,regular
393643,C1,C11,C6,C64,A1,B2,895614.46,101315,regular
393644,C1,C19,C1,C12,A1,B1,1749486.9,0,regular
393645,C2,C21,C1,C10,A1,B1,132614.62,0,regular
393646,C1,C11,C4,C45,A1,B3,755813.12,755813.12,regular
393647,C3,C36,C1,C11,A3,B1,338933.94,0,regular
393648,C6,C61,C5,C58,A2,B1,934588.41,0,regular
393649,C1,C17,C8,C85,A1,B3,10000000,21164,regular
393650,C5,C53,C1,C12,A3,B1,199360.27,0,regular
393651,C7,C71,C4,C43,A3,B3,27949.7,19552,regular
393652,C1,C14,C1,C19,A1,B1,308370.8,0,regular
393653,C5,C54,C1,C19,A3,B1,1457424.44,0,regular
393654,C1,C17,C1,C10,A1,B1,1075522.47,0,regular
393655,C1,C19,C4,C43,A1,B3,216536.34,14184,regular
393656,C1,C11,C1,C15,A1,B1,1549581.39,0,regular
393657,C1,C18,C7,C76,A1,B2,1105622.91,34884.48,regular
393658,C1,C10,C6,C63,A1,B2,1811887.77,12666,regular
393659,C4,C47,C1,C15,A2,B1,344486.88,22711,regular
393660,C7,C72,C2,C27,A3,B3,1538052.08,72565,regular
393661,C7,C71,C2,C20,A3,B3,136549.88,194,regular
393662,C1,C18,C1,C10,A1,B1,241183.9,369187.34,regular
393663,C1,C12,C8,C83,A1,B3,250819.52,20167,regular
393664,C7,C77,C5,C55,A3,B1,524065.23,0,regular
393665,C1,C14,C1,C11,A1,B1,836403.79,0,regular
393666,C1,C19,C6,C62,A1,B2,2684142.41,2684142.41,regular
